upload_to_dashboard;order;view_code;disaster_type;country_code;variable;label;label_espanol;unit;format;icon_src;group;agg_method;weight_var;scorevar_name;reverse_inform;log_inform;inform_indicator;id_overall;year;source_link;description;description_espanol;source_organization_type;source_organization;admin_level_min;admin_level;retention_period;source_quality;label_french;description_french;layer_type
1;;PI;Typhoon,Earthquake;PHL,NPL;mean_slope;Slope;;%;decimal0;elevation.png;geographic;weighted_avg;land_area;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Mean slope in the municipality. Slope is the change of elevation, so it is higher in mountaineous areas.;;;;0;;;;;;
1;;PI;Earthquake;PHL,NPL;mmi;Mercalli intensity;;;decimal2;;disaster;weighted_avg;land_area;;0;0;;;;https://data.humdata.org/dataset/priority-index-earthquake-leyte-philippines-july-2017;Mercalli Intensity is a measure of seismic intensity of the earthquake. Source: USGS Shakemap.;;;;0;;;;;;
1;;PI;Typhoon,Earthquake;PHL,NPL;part_damage_houses;Partly damaged (abs.);;;decimal0;damage.png;damage;sum;;;0;0;;;;https://data.humdata.org/dataset/philippines-typhoon-haima-priority-index;Partly damaged houses per municipality.;;;;0;;;;;;
1;;CRA;;PHL,NPL;traveltime;Travel time to nearest city;;minutes;decimal0;traveltime.png;coping_capacity;weighted_avg;population;traveltime_score;0;1;Physical infrastructure;3.2.2;2000;http://forobs.jrc.ec.europa.eu/products/gam/download.php;Global grid dataset which estimates the travel time in minutes to the nearest city of at least 50k inhabitants. Even though the source is from 2000, this source is still a strong indicator of the remoteness of a community, and thus the relative availability or absence of facilities needed for coping capacity.;;Other;Joint Research Centre;0;4;20;3;;;
1;;CRA;;PHL,NPL,ZMB,BEN,PER,ECU,MOZ,KEN,UGA,ETH,HTI,BDI;drought_phys_exp;Drought exposure;Exposición a sequías;;percentage;drought.png;hazard;weighted_avg;population;drought_phys_exp_score;0;1;Drought;1.1.5;2010;http://preview.grid.unep.ch/index.php?preview=data&events=droughts&evcat=4&lang=eng;Global grid dataset which estimates the expected number of people exposed to drought annually. Divided by the population data, to get the relative exposure instead of the absolute number of people affected.;Conjunto de datos grillados que estima el número esperado de personas expuestas a las sequía anualmente. Dividido por los datos de población, para obtener la exposición relativa en lugar de la cantidad absoluta de personas afectadas - UNISDR;Other;Global Risk Data Platform (UNEP / UNISDR);0;3;10;3;;;
1;;CRA;;PHL,PER,ECU,MOZ,KEN;tsunami_phys_exp;Tsunami exposure;Exposición a tsunami;;percentage;tsunami.png;hazard;weighted_avg;population;tsunami_phys_exp_score;0;1;Tsunami;1.1.3;2010;http://preview.grid.unep.ch/index.php?preview=data&events=tsunamis&evcat=3&lang=eng;Global grid dataset which estimates the expected number of people exposed to a tsunami annually. Divided by the population data, to get the relative exposure instead of the absolute number of people affected.;Conjunto de datos grillados que estima el número esperado de personas expuestas ante un tsunami anualmente. Dividido por los datos de población, para obtener la exposición relativa en lugar de la cantidad absoluta de personas afectadas - UNISDR;Other;Global Risk Data Platform (UNEP / UNISDR);0;3;10;3;;;
1;;CRA;;UGA;admin;Administrative areas - level 3;;;;area.png;admin;;;;;;#N/A;0.1.1;2010;https://data.humdata.org/dataset/uganda-admin-level-5-boundaries;Administrative boundary data. See link for more information.;;;;3;3;20;5;;;
1;;CRA;;UGA;admin;Administrative areas - level 2;;;;area.png;admin;;;;;;#N/A;0.1.1;2010;https://data.humdata.org/dataset/uganda-admin-level-3-boundaries;Administrative boundary data. See link for more information.;;;;2;2;20;5;;;
1;;CRA;;UGA;admin;Administrative areas - level 1;;;;area.png;admin;;;;;;#N/A;0.1.1;2006;https://data.humdata.org/dataset/uganda-admin-level-2-boundaries;Administrative boundary data. See link for more information.;;;;1;1;20;5;;;
1;;CRA;;UGA;sanitation;% Access improved sanitation;;;percentage;sanitation.png;coping_capacity;weighted_avg;population;sanitation_score;1;0;Physical infrastructure;3.2.2;2014;http://catalog.data.ug/dataset/2014-census-data;Percentage of population with access to improved sanitation. Improvedsanitation includes improved toilet facilities that include flush toilet, VIP Latrine, covered pit latrine private with a slab and Ecosan;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA;mobile_phone_access;% with mobile access;;;percentage;mobile.png;coping_capacity;weighted_avg;population;mobile_phone_access_score;1;0;Communication;3.2.1;;https://www.ubos.org/explore-statistics/statistical-datasets/6581/;Percentage of households with mobile phone access.;;;UBOS;0;2;5;3;;;
1;;CRA;;UGA;internet_access;% with internet access;;;percentage;internet.png;coping_capacity;weighted_avg;population;internet_access_score;1;0;Communication;3.2.1;;https://www.ubos.org/explore-statistics/statistical-datasets/6454/;Percentage of households with internet access.;;;UBOS;0;2;5;3;;;
1;;CRA;;UGA;health_density;Nr. of health facilities per 10,000 people;;;decimal2;hospital.png;coping_capacity;weighted_avg;population;health_density_score;1;0;Access to health care;3.2.3;2018;http://ubos.geo-solutions.it/layers/geonode:health_facilities;Number of health clinics per 10,000 people.;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA;electricity_access;% Access to electricity;;;percentage;electricity.png;coping_capacity;weighted_avg;population;electricity_access_score;1;0;Communication;3.2.1;2014;http://catalog.data.ug/dataset/2014-census-data;Percentage of population who use electricity for lightning in their house.;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA;education_density;Nr. of educational facilities per 10,000 people;;;decimal2;schools.png;coping_capacity;weighted_avg;population;education_density_score;1;0;Physical infrastructure;3.2.2;2018;http://ubos.geo-solutions.it/layers/geonode:education_facilities;Number of educational institutes per 10,000 people.;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA;drinking_water;% Access to safe drinking water;;;percentage;piped_water.png;coping_capacity;weighted_avg;population;drinking_water_score;1;0;Physical infrastructure;3.2.2;2014;http://catalog.data.ug/dataset/2014-census-data;Percentage of population with access to improved water sources, which include piped water and water drawn from protected springs as well as from deep boreholes.;;;UBOS;0;3;5;3;;;
1;9;CRA;;UGA;population;Population;;;decimal0;population.png;general;sum;;;0;0;#N/A;0.2.1;2015;http://www.worldpop.org.uk/data/summary/?doi=10.5258/SOTON/WP00283;Alpha version 2015 estimates of population, with national totals adjusted to match UN population division estimates (http://esa.un.org/wpp/) and remaining unadjusted.;;;;0;3;5;3;;;
1;;CRA;;UGA;refugee_density;# of displaced / local population;;;decimal2;refugee.png;other;weighted_avg;population;;0;;Uprooted people;2.2.1;2018;https://ugandarefugees.org/en/country/uga;Number of displaced persons. Original data last updated 29 Aug 2018.;;;UNHCR;0;2;5;3;;;
1;;CRA;;UGA;nr_refugees;# of displaced persons;;;decimal0;refugee.png;other;sum;;;0;;Uprooted people;2.2.1;2018;https://ugandarefugees.org/en/country/uga;Number of displaced persons. Original data last updated 29 Aug 2018.;;;UNHCR;0;2;5;3;;;
1;;CRA;;UGA;elevation;Average elevation;;m;decimal0;elevation.png;other;weighted_avg;land_area;;;;;;2015;http://geoportal.rcmrd.org/layers/servir%3Auganda_srtm30meters;Average elevation;;;SRTM;0;3;5;3;;;
1;;CRA;;UGA;wall_type;% permanent wall type;;;percentage;wall.png;vulnerability;weighted_avg;population;wall_type_score;1;0;Physical infrastructure;3.2.2;2014;http://catalog.data.ug/dataset/2014-census-data;Percentage of households with permanent wall materials;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA;subsistence_farming;% Subsistence farming;;;percentage;agriculture.png;vulnerability;weighted_avg;population;subsistence_farming_score;0;0;Development & Deprivation;2.1.1;2014;http://catalog.data.ug/dataset/2014-census-data;Percentage of population who obtained their livelihood from subsistence farming.;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA;roof_type;% permanent roof type;;;percentage;roof.png;vulnerability;weighted_avg;population;roof_type_score;1;0;Physical infrastructure;3.2.2;2014;http://catalog.data.ug/dataset/2014-census-data;Percentage of households with permanent roof materials;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA;poverty_incidence;Poverty incidence;;;percentage;poverty.png;vulnerability;weighted_avg;population;poverty_incidence_score;0;0;Development & Deprivation;2.1.1;2011;http://www.worldpop.org.uk/data/summary/?doi=10.5258/SOTON/WP00285;Alpha version 2011 estimates of proportion of people per grid square living in poverty, as defined by $2 a day thresholds. Tatem AJ, Gething PW, Bhatt S, Weiss D and Pezzulo C (2013) Pilot high resolution poverty maps, University of Southampton/Oxford.;;;Worldpop;0;3;5;3;;;
1;;CRA;;UGA;orphanhood;% of orphans under 18;;;percentage;;vulnerability;weighted_avg;population;orphanhood_score;0;0;Other vulnerable groups;2.2.6;2014;http://catalog.data.ug/dataset/2014-census-data;Percentage of children under 18 that are orphans;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA;mosquito_nets;% having mosquito nets;;;percentage;vectorborne.png;vulnerability;weighted_avg;population;mosquito_nets_score;1;0;Access to health care;3.2.3;2014;http://catalog.data.ug/dataset/2014-census-data;Percentage of population that has a mosquito net;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA;literacy_rate;% Literacy;;;percentage;illiteracy.png;vulnerability;weighted_avg;population;literacy_rate_score;1;0;Physical infrastructure;3.2.2;2014;http://catalog.data.ug/dataset/2014-census-data;Percentage of adult population that is illiterate;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA;employment;% employed;;;percentage;;vulnerability;weighted_avg;population;employment_score;1;0;Inequality;2.1.2;2014;http://catalog.data.ug/dataset/2014-census-data;Percentage of the population older than 15 that is employed.;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA;disability;% persons with disability;;;percentage;disability.png;vulnerability;weighted_avg;population;disability_score;0;0;Other vulnerable groups;2.2.6;2014;http://catalog.data.ug/dataset/2014-census-data;Percentage of population that is older than 2 with a disability.;;;UBOS;0;3;5;3;;;
1;;CRA;;UGA,ETH,KEN,MOZ,MWI;incident_density;Violent incidents last year;;per million people;decimal2;conflict.png;hazard;weighted_avg;population;incident_density_score;0;1;Current Highly Violent Conflict Intensity;1.2.2;2018;https://www.acleddata.com/data/;ACLED data on conflict & violent incidents.;;;;0;3;1;3;;;
1;9;CRA;;VNM;population;Population;;;decimal0;population.png;general;sum;;;0;0;#N/A;0.2.1;2014;https://data.humdata.org/dataset/viet-nam-administrative-boundaries-polygon-polyline;Population included in admin-boundary from 2014. See link for more info.;;;;0;3;;;;;
1;;CRA;;ZMB;admin;Administrative areas - level 3;;;;area.png;admin;;;;;;#N/A;0.1.1;2010;https://earthworks.stanford.edu/catalog/stanford-yc436vm9005;Administrative boundary data. See link for more information.;;;;3;3;20;5;;;
1;;CRA;;ZMB;admin;Administrative areas - level 2;;;;area.png;admin;;;;;;#N/A;0.1.1;2012;https://data.humdata.org/dataset/zambia-administrative-boundaries-level-1-provinces-and-level-2-districts-with-census-2010-population;Administrative boundary data. See link for more information.;;;;2;2;20;5;;;
1;;CRA;;ZMB;admin;Administrative areas - level 1;;;;area.png;admin;;;;;;#N/A;0.1.1;2012;https://data.humdata.org/dataset/zambia-administrative-boundaries-level-1-provinces-and-level-2-districts-with-census-2010-population;Administrative boundary data. See link for more information.;;;;1;1;20;5;;;
1;;CRA;;ZMB;improved_sanitation;Improved sanitation;;;percentage;sanitation.png;coping_capacity;weighted_avg;population;improved_sanitation_score;1;0;Physical infrastructure;3.2.2;2014;https://www.dhsprogram.com/pubs/pdf/fr304/fr304.pdf;households with improved sanitation;;;DHS;0;2;5;3;;;
1;;CRA;;ZMB;assets_physical;Physical asset ownership;;;decimal2;car.png;coping_capacity;weighted_avg;population;assets_physical_score;1;0;Development & Deprivation;2.1.1;2014;https://www.zamstats.gov.zm/index.php/publications/category/11-2010-census?download=813:housing-and-household-characteristics-report-january-2014;Average of 3 physical asset ownership variables (0-1): plough, oxen and motor vehicle.;;;DHS;0;2;5;3;;;
1;;CRA;;ZMB;assets_electronic;Electronic asset ownership;;;decimal2;computer.png;coping_capacity;weighted_avg;population;assets_electronic_score;1;0;Development & Deprivation;2.1.1;2014;https://www.zamstats.gov.zm/index.php/publications/category/11-2010-census?download=813:housing-and-household-characteristics-report-january-2014;Average of 3 electronic asset ownership variables (0-1): acces to computer, TV and radio.;;;DHS;0;2;5;3;;;
1;;CRA;;ZMB;access_to_mobile_phone;Access to mobile phone;;;percentage;;coping_capacity;weighted_avg;population;access_to_mobile_phone_score;1;0;Communication;3.2.1;2014;https://www.zamstats.gov.zm/index.php/publications/category/11-2010-census?download=813:housing-and-household-characteristics-report-january-2014;Access to Mobile Phone;;;DHS;0;2;5;3;;;
1;9;CRA;;ZMB;population;Population;;;decimal0;population.png;general;sum;;;0;0;#N/A;0.2.1;2015;http://www.worldpop.org.uk/data/summary/?doi=10.5258/SOTON/WP00305;Population estimates from WORLDPOP, with national totals adjusted to match UN population division estimates (http://esa.un.org/wpp/);;;;0;3;5;3;;;
1;;CRA;;ZMB;perc_settled;% area settled;;;percentage;population.png;other;weighted_avg;population;;;;;;;;To add;;;;0;3;5;3;;;
1;;CRA;;ZMB;perc_rice;% area rice;;;percentage;;other;weighted_avg;population;;;;;;;;To add;;;;0;3;5;3;;;
1;;CRA;;ZMB;perc_maize;% area maize;;;percentage;;other;weighted_avg;population;;;;;;;;To add;;;;0;3;5;3;;;
1;;CRA;;ZMB;livestock_poultry;# poultry per km2;;;decimal2;;other;weighted_avg;population;;;;;;;;To add;;;;0;3;5;3;;;
1;;CRA;;ZMB;livestock_pig;# pigs per km2;;;decimal2;;other;weighted_avg;population;;;;;;;;To add;;;;0;3;5;3;;;
1;;CRA;;ZMB;livestock_cattle;# cattle per km2;;;decimal2;;other;weighted_avg;population;;;;;;;;To add;;;;0;3;5;3;;;
1;;CRA;;ZMB;poverty_incidence;Poverty incidence;;;percentage;poverty.png;vulnerability;weighted_avg;population;poverty_incidence_score;0;0;Development & Deprivation;2.1.1;2015;http://documents.worldbank.org/curated/en/766931468137977527/Mapping-subnational-poverty-in-Zambia;Estimated Poverty incidence per ward. Data available in TXT-attachment in link.;;;;0;3;5;3;;;
1;;CRA;;ZMB;mortality_u5;U5 mortality rate;;;decimal0;infant.png;vulnerability;weighted_avg;population;mortality_u5_score;0;0;Children U5;2.2.3;2014;https://www.dhsprogram.com/pubs/pdf/fr304/fr304.pdf;U5 mortality rate: number of deaths before 5 per 1,000 live births;;;DHS;0;2;5;3;;;
1;;CRA;;ZMB;malnutrition_u5;U5 malnutrition;;;percentage;malnutrition.png;vulnerability;weighted_avg;population;malnutrition_u5_score;0;0;Children U5;2.2.3;2014;https://www.dhsprogram.com/pubs/pdf/fr304/fr304.pdf;malnutrition under 5 years;;;DHS;0;2;5;3;;;
1;;CRA;;ZMB;female_head_of_hh;Female head of HH;;;percentage;;vulnerability;weighted_avg;population;female_head_of_hh_score;0;0;Other vulnerable groups;2.2.6;2014;https://www.zamstats.gov.zm/index.php/publications/category/11-2010-census?download=813:housing-and-household-characteristics-report-january-2014;female head of household;;;DHS;0;2;5;3;;;
1;;CRA;;ZMB;engaged_in_agriculture;% engaged in agriculture;;;percentage;agriculture.png;vulnerability;weighted_avg;population;engaged_in_agriculture_score;0;0;Development & Deprivation;2.1.1;2014;https://www.zamstats.gov.zm/index.php/publications/category/11-2010-census?download=813:housing-and-household-characteristics-report-january-2014;households engaged in agriculture;;;DHS;0;1;5;3;;;
1;;CRA;;ZMB,PER,MOZ,UGA,ETH,HTI,MLI,KEN,BDI;traveltime;Travel time to nearest city;Tiempo de viaje a la ciudad más cercana;minutes;decimal0;traveltime.png;coping_capacity;weighted_avg;population;traveltime_score;0;1;Physical infrastructure;3.2.2;2000;http://forobs.jrc.ec.europa.eu/products/gam/download.php;Global grid dataset which estimates the travel time in minutes to the nearest city of at least 50k inhabitants. Even though the source is from 2000, this source is still a strong indicator of the remoteness of a community, and thus the relative availability or absence of facilities needed for coping capacity.;Tiempo de viaje estimado a la ciudad más cercana de 50K o más personas en el año 2000 - Unión Europea;Other;Joint Research Centre;0;3;20;4;Temps de voyage à la ville la plus proche;Jeu de données basé sur une trame mondiale utilisée pour estimer le temps de voyage (mesuré en minutes) à la ville de plus de 50.000 habitants la plus proche. Même si ces données datent de l'an 2000, elles sont toujours un bon indice de l'éloignement d'un village. Elle sert à mesurer la disponibilité ou l'absence de services necessaires à la capacité d'adaptation.;
1;;CRA;;ZMB;education_density;# schools per 10,000 people;;;decimal2;schools.png;coping_capacity;weighted_avg;population;education_density_score;1;1;Communication;3.2.1;;;To add;;;;0;3;5;4;;;
1;;CRA;;KEN;inequality;Gini Index;;;decimal2;inequality.png;vulnerability;weighted_avg;population;inequality_score;0;0;Development & Deprivation;2.1.1;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;admin;Administrative areas - level 3;;;;area.png;admin;;;;;;#N/A;0.1.1;;;To add;;;;3;3;20;5;;;
1;;CRA;;KEN;cooking_fuel;% poor cooking fuel;;;percentage;;other;weighted_avg;population;;0;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;lighting;% poor lighting;;;percentage;;vulnerability;weighted_avg;population;lighting_score;0;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;population_u5;% population U5;;;percentage;infant.png;vulnerability;weighted_avg;population;population_u5_score;0;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;population_65;% population 65+;;;percentage;;other;weighted_avg;population;;0;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;adaptive_pop;% adaptive pop. (15-34);;;percentage;;other;weighted_avg;population;;1;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;education_prim;% primary or higher education;;;percentage;schools.png;coping_capacity;weighted_avg;population;education_prim_score;1;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;education_sec;% secondary or higher education;;;percentage;;other;weighted_avg;population;;1;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;unemployment;% unemployed;;;percentage;incomeclass.png;vulnerability;weighted_avg;population;unemployment_score;1;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;good_floor;% strong floor type;;;percentage;;other;weighted_avg;population;;1;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;good_roof;% strong roof type;;;percentage;roof.png;coping_capacity;weighted_avg;population;good_roof_score;1;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;good_wall;% strong wall type;;;percentage;wall.png;coping_capacity;weighted_avg;population;good_wall_score;1;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;KEN;sanitation;% improved sanitation;;;percentage;sanitation.png;coping_capacity;weighted_avg;population;sanitation_score;1;0;;;;;To add;;;;2;3;;;;;
1;;CRA;;KEN;water;% improved water source;;;percentage;piped_water.png;coping_capacity;weighted_avg;population;water_score;1;0;;;;;To add;;;;2;3;;;;;
1;;CRA;;KEN;poverty;Poverty incidence;;;percentage;poverty.png;vulnerability;weighted_avg;population;poverty_score;0;0;;;;;To add;;;;0;3;;;;;
1;;CRA;;MLI;good_roof;% strong wall type;;;percentage;roof.png;vulnerability;weighted_avg;population;good_roof_score;1;0;;;2009;https://international.ipums.org/international/;Percentage of buildings with concrete, cement, tile or metal sheet roofs.;;;IPUMS;0;2;;;% toits solides;Taux de bâtiments aux toits au béton, ciment, à la tôle ou aux tuiles.;
1;;CRA;;MLI;good_wall;% strong roof type;;;percentage;wall.png;vulnerability;weighted_avg;population;good_wall_score;1;0;;;2009;https://international.ipums.org/international/;Percentage of buildings with brick, block, stone, or cement walls.;;;IPUMS;0;2;;;% murs solides;Taux de bâtiment aux murs en briques, bloc, pierre ou ciment.;
1;;CRA;;MLI;population_u5;% children U5;;;percentage;infant.png;vulnerability;weighted_avg;population;population_u5_score;0;0;;;2014;https://www.worldpop.org/geodata/listing?id=22;Percentage of the population younger than 5 years old. The younger the child, the more vulnerable it is.;;;;0;3;;;% enfants de -5 ans;Proportion de la population des enfants qui ont moins de 5 ans. Ce sont les enfants les plus vulnérables.;
1;;CRA;;BDI;poverty_index;Poverty Index;;;decimal2;poverty.png;vulnerability;weighted_avg;population;poverty_index_score;0;0;Development & Deprivation;2.1.1;2011;http://www.ophi.org.uk/multidimensional-poverty-index;The Multidimensional Poverty MPI Index identifies overlapping deprivations at the household level across the same three dimensions as the Human Development Index (living standards, health, and education) and shows the average number of poor people and deprivations with which poor households contend. Accessed through: http://www.inform-index.org/Subnational/Greater-Horn-of-Africa;;;;0;1;;;;;
1;;CRA;;BDI;food_insecurity;Food Incecurity Percentage;;;percentage;food_security.png;vulnerability;weighted_avg;population;food_insecurity_score;0;0;Food Security;2.2.5;2014;https://consultations.worldbank.org/Data/hub/files/consultation-template/public-consultations-inform-world-bank-systematic-country-diagnostic-economic-and-social-situation/related/burundi_poverty_assessment_2016-2017.pdf;Percentage of food insecurity (sum of moderate and severe);;;;0;1;;;;;
1;;CRA;;BDI;population_u5;% children U5;;;percentage;infant.png;vulnerability;weighted_avg;population;population_u5_score;0;0;Children U5;2.2.3;2018;http://burundi.opendataforafrica.org/dyfhpbf/burundi-socio-economic-database-1982-2020;Percentage of population under 5 years old. The younger the child, the more vulnerable it is.;;;;0;2;;;;;
1;;CRA;;BDI;population_65plus;% people over 65;;;percentage;disability.png;vulnerability;weighted_avg;population;population_65plus_score;0;0;Children U5;2.2.3;2018;http://burundi.opendataforafrica.org/dyfhpbf/burundi-socio-economic-database-1982-2020;Percentage of population over 65 years old. The older the person, the more vulnerable it is.;;;;0;2;;;;;
1;;CRA;;BDI;malaria_prevalence;Malaria prevalence;;;percentage;vectorborne.png;vulnerability;weighted_avg;population;malaria_prevalence_score;0;0;Health Conditions;2.2.2;2011;http://burundi.opendataforafrica.org/ttexskc/survey-on-the-quality-of-management-of-malaria-burundi-2011;Percentage of patients observed with malaria.;;;;0;1;;;;;
1;;CRA;;BDI;electricity_access;Access to electricity;;;percentage;electricity.png;coping_capacity;weighted_avg;population;electricity_access_score;1;1;Communication;3.2.1;2010;http://data.worldbank.org/indicator/EG.ELC.ACCS.ZS;The percentage of population with access to electricity. Electrification data are collected from industry, national surveys and international sources. Accessed through:  http://www.inform-index.org/Subnational/Greater-Horn-of-Africa;;;;0;1;;;;;
1;;CRA;;BDI;educational_density;# education facilities per 10,000 people ;;;decimal2;schools.png;coping_capacity;weighted_avg;population;educational_density_score;1;0;Communication;3.2.1;2015;http://www.isteebu.bi/index.php/presentation-generale-des-secteurs ;The number of schools divided by the population.;;;;0;1;;;;;
1;;CRA;;BDI;health_density;# health facilities per 10,000 people;;;decimal2;hospital.png;coping_capacity;weighted_avg;population;health_density_score;1;0;Access to health care;3.2.3;2011;http://burundi.opendataforafrica.org/ttexskc/survey-on-the-quality-of-management-of-malaria-burundi-2011;The percentage of total structure of health care.;;;;0;1;;;;;
1;;CRA;;BDI;watersource_access;Access to improved water source;;;percentage;sanitation.png;coping_capacity;weighted_avg;population;watersource_access_score;1;0;Physical infrastructure;3.2.2;2010;http://data.worldbank.org/indicator/SH.H2O.SAFE.ZS;"The indicator defines the percentage of population with reasonable access (within one km) to an adequate amount of water (20 litres per person) through a household connection, public standpipe well or spring, or rain water system.
An improved drinking-water source is defined as one that, by nature of its construction or through active intervention, is protected from outside contamination, in particular from contamination with faecal matter. Accessed through:  http://www.inform-index.org/Subnational/Greater-Horn-of-Africa";;;;0;1;;;;;
1;;CRA;;BDI;improved_sanitation;Access to improved sanitation facilities;;;percentage;sanitation.png;coping_capacity;weighted_avg;population;improved_sanitation_score;1;0;Physical infrastructure;3.2.2;2010;http://data.worldbank.org/indicator/SH.STA.ACSN;Access to improved sanitation facilities refers to the percentage of the population using improved sanitation facilities. The improved sanitation facilities include flush/pour flush (to piped sewer system, septic tank, pit latrine), ventilated improved pit (VIP) latrine, pit latrine with slab, and composting toilet. Accessed through:  http://www.inform-index.org/Subnational/Greater-Horn-of-Africa;;;;0;1;;;;;
1;;CRA;;BDI;people_in_need;% people in need;;;percentage;vulnerability.png;vulnerability;weighted_avg;population;people_in_need_score;0;1;Aid Dependency;2.1.3;2018;https://data.humdata.org/dataset/burundi-humanitarian-needs-overview;Percentage of people in need of assistance.;;;;0;1;;;;;
1;;CRA;;BDI;agricultural_pop;% agricultural population ;;;percentage;agriculture.png;vulnerability;weighted_avg;population;agricultural_pop_score;0;0;Other vulnerable groups;2.2.6;2015;http://www.isteebu.bi/index.php/component/content/category/18-publications;Percentage of people dependent on agriculture.;;;;0;1;;;;;
1;;CRA;;BDI;perc_agricultural_fields;% agricultural fields ;;;percentage;agriculture.png;other;weighted_avg;land_area;;0;0;Other vulnerable groups;2.2.6;2015;http://www.isteebu.bi/index.php/component/content/category/18-publications;Percentage of fields.;;;;0;1;;;;;
1;;CRA;;BDI;elevation;Elevation;;m;decimal0;;other;weighted_avg;land_area;;0;0;;;;http://srtm.csi.cgiar.org/srtmdata/;"Mean elevation in meters per commune.
 
For more information about elevation data see: Jarvis A., H.I. Reuter, A.  Nelson, E. Guevara, 2008, Hole-filled  seamless SRTM data V4, International  Centre for Tropical  Agriculture (CIAT), available  from http://srtm.csi.cgiar.org.";;;;0;2;;;;;
1;;PI;;PHL;poi_rc_offices;Red Cross offices;;;decimal0;redcross.png;key-actors;sum;;;;;;;;;;;;;0;3;;;;;point
1;;CRA;;BDI;perc_agricultural_fields;% agricultural fields ;;;percentage;agriculture.png;other;weighted_avg;land_area;;0;0;;2.2.6;2015;http://www.isteebu.bi/index.php/component/content/category/18-publications;Percentage of fields.;;;;0;1;;;;;
1;;CRA;;BDI;elevation;Elevation;;m;decimal0;;other;weighted_avg;land_area;;0;0;;;;http://srtm.csi.cgiar.org/srtmdata/;"Mean elevation in meters per commune.
 
For more information about elevation data see: Jarvis A., H.I. Reuter, A.  Nelson, E. Guevara, 2008, Hole-filled  seamless SRTM data V4, International  Centre for Tropical  Agriculture (CIAT), available  from http://srtm.csi.cgiar.org.";;;;0;2;;;;;
